University_ID,Region,Institution_Type,Student_Scale,Faculty_Scale,Education_Budget_wan,Per100_Computers,Network_Coverage_%,IT_Budget_Ratio_%,IT_Staff_Ratio_%,Info_System_Count,Data_Governance_Score,Online_Service_Rate_%,Digital_Literacy_Score,Cybersecurity_Investment_%,System_Uptime_%,Management_Status
UNI2416,Central,Undergraduate,28974.78,2228.53,179470.74,47.36,96.31,4.57,0.91,67.16,68.41,58.98,73.46,5.88,97.54,Optimal
UNI2417,East,Undergraduate,3000.0,735.14,328139.25,50.22,98.52,5.29,0.37,59.07,68.83,66.96,56.27,21.06,99.75,Optimal
UNI2418,Central,Vocational,41501.76,2441.93,241903.25,62.14,100.0,2.85,0.33,26.19,78.18,68.16,51.45,14.31,100.0,Optimal
UNI2419,West,Undergraduate,20375.85,926.6,47836.76,35.33,99.39,2.47,0.69,75.43,55.96,34.82,61.89,13.11,98.2,Suboptimal
UNI2420,East,Undergraduate,19860.65,1414.89,194980.54,51.83,97.84,2.71,0.55,55.56,52.23,70.59,62.08,1.0,98.58,Suboptimal
UNI2421,Central,Vocational,18393.43,2632.11,281526.15,74.51,100.0,5.06,0.7,89.41,92.25,51.95,58.32,18.4,100.0,Optimal
UNI2422,Central,Undergraduate,16447.27,2462.11,151488.22,52.7,98.44,3.99,0.97,54.28,65.79,51.88,60.72,16.4,97.87,Suboptimal
UNI2423,Central,Vocational,10852.25,200.0,142779.64,38.8,96.51,2.98,0.57,32.78,58.35,44.98,63.92,8.71,98.06,Suboptimal
UNI2424,East,Undergraduate,18189.62,1413.93,352366.4,95.77,100.0,2.93,0.77,78.25,70.6,53.13,75.67,17.53,99.37,Optimal
UNI2425,Central,Undergraduate,17072.94,1573.24,388663.13,47.35,98.77,6.72,0.67,86.06,84.43,51.54,91.71,10.1,99.35,Optimal
UNI2426,West,Vocational,12999.14,1508.44,231047.18,42.5,95.96,2.79,0.88,5.0,24.59,62.05,73.34,3.18,95.47,Suboptimal
UNI2427,East,Vocational,4862.96,2379.18,83945.64,55.58,100.0,2.96,0.59,53.3,69.57,69.82,74.4,13.6,99.4,Optimal
UNI2428,East,Vocational,12450.59,200.0,88449.1,65.52,99.38,3.8,0.7,22.81,57.51,20.58,66.07,1.01,96.46,Suboptimal
UNI2429,East,Vocational,20379.68,2678.49,135505.55,68.91,100.0,5.29,0.62,89.4,77.09,98.24,72.22,13.76,100.0,Optimal
UNI2430,East,Vocational,3752.37,2218.75,182136.03,50.91,97.83,5.33,0.67,74.34,69.8,67.28,75.77,12.95,99.05,Optimal
UNI2431,West,Vocational,30459.84,605.86,142790.16,58.87,97.42,5.36,0.65,5.0,67.06,25.98,63.74,8.73,99.16,Suboptimal
UNI2432,Central,Vocational,12304.93,200.0,193512.95,45.06,97.43,3.42,0.95,58.56,64.54,54.59,73.06,2.13,100.0,Suboptimal
UNI2433,East,Vocational,3000.0,555.27,273030.1,31.9,97.84,3.22,0.5,59.51,100.0,80.68,72.64,12.09,98.95,Optimal
UNI2434,East,Undergraduate,16493.87,1175.05,231861.34,46.75,99.06,0.71,0.55,29.82,58.95,33.65,64.23,3.65,95.91,Optimal
UNI2435,West,Vocational,5358.03,1675.02,10000.0,55.56,97.55,1.15,0.47,45.68,57.89,48.48,50.14,3.93,100.0,Suboptimal
UNI2436,East,Undergraduate,17274.75,2014.43,91474.89,51.86,99.85,3.82,0.32,46.34,85.27,61.73,98.45,10.92,98.53,Optimal
UNI2437,Central,Vocational,10474.91,200.0,22836.48,38.89,97.77,0.5,0.05,38.98,54.35,60.24,64.22,12.88,97.82,Suboptimal
UNI2438,East,Undergraduate,23463.8,2751.98,437750.31,73.17,98.4,2.55,0.57,73.25,95.75,58.47,60.51,13.15,98.42,Optimal
UNI2439,East,Undergraduate,17798.45,722.33,173337.2,27.56,97.66,3.09,0.75,31.48,82.76,88.88,88.29,12.61,96.12,Optimal
UNI2440,Central,Vocational,6075.48,1115.15,10000.0,28.76,99.85,3.45,0.8,77.22,48.76,57.16,62.14,9.27,98.99,Suboptimal
UNI2441,East,Undergraduate,27584.74,1543.93,452465.24,28.41,97.54,3.58,0.49,46.05,100.0,80.25,100.0,10.93,99.86,Optimal
UNI2442,Central,Undergraduate,19320.77,1410.07,265237.55,68.47,98.18,4.53,0.35,54.66,47.29,36.16,65.74,6.0,97.93,Suboptimal
UNI2443,East,Undergraduate,12891.79,2123.3,205972.01,46.63,96.84,3.88,0.91,52.8,56.82,68.43,81.13,10.74,97.11,Optimal
UNI2444,Central,Vocational,19138.49,2147.28,10000.0,51.5,97.07,3.99,0.3,26.66,57.26,43.73,76.93,10.38,98.48,Suboptimal
UNI2445,West,Vocational,11982.17,2799.39,109650.95,45.92,98.82,5.61,0.43,58.23,97.56,98.77,98.46,20.33,100.0,Optimal
UNI2446,Central,Vocational,20020.23,200.0,145482.8,58.34,98.45,5.76,0.78,38.96,97.5,80.09,96.48,18.97,100.0,Optimal
UNI2447,East,Vocational,18000.61,200.0,92758.29,39.46,99.54,3.21,0.66,51.02,72.81,48.39,86.64,23.63,99.36,Optimal
UNI2448,Central,Vocational,23680.85,1865.17,88146.96,54.67,99.05,3.14,0.84,61.28,56.06,53.68,52.62,3.71,100.0,Suboptimal
UNI2449,West,Vocational,3144.65,412.94,10000.0,25.88,96.63,0.85,0.05,5.0,20.51,45.11,39.21,7.31,97.76,Suboptimal
UNI2450,East,Undergraduate,16063.61,208.19,135551.09,51.19,97.8,5.05,0.29,77.82,51.0,32.48,53.78,10.1,99.37,Suboptimal
UNI2451,East,Undergraduate,17401.46,1883.34,349962.74,70.44,99.95,2.13,0.81,69.56,48.27,55.62,75.03,7.32,98.44,Optimal
UNI2452,West,Undergraduate,16891.55,2036.24,350212.34,31.83,97.63,5.68,0.8,67.8,90.0,88.35,56.65,12.96,98.08,Optimal
UNI2453,East,Undergraduate,10334.61,200.0,111607.18,62.89,99.11,2.67,0.32,102.03,67.72,80.53,71.43,13.17,100.0,Optimal
UNI2454,Central,Vocational,15819.05,200.0,10000.0,45.88,99.4,2.74,0.31,44.92,49.17,73.78,61.25,11.67,97.55,Suboptimal
UNI2455,West,Vocational,14678.15,535.42,119904.91,47.9,98.32,2.02,0.73,59.99,74.66,100.0,89.55,8.07,99.49,Optimal
UNI2456,East,Undergraduate,24815.47,2552.78,226238.72,46.93,98.83,2.66,1.11,102.9,54.99,48.84,58.26,1.0,97.81,Suboptimal
UNI2457,Central,Vocational,11239.88,1887.3,68337.69,39.49,100.0,2.82,0.52,35.68,28.05,68.71,62.62,8.56,99.27,Suboptimal
UNI2458,Central,Undergraduate,16481.74,1553.77,10000.0,58.25,95.26,3.85,0.24,63.59,72.64,39.6,77.34,3.86,97.68,Suboptimal
UNI2459,East,Undergraduate,8840.98,2602.19,94763.39,50.84,100.0,2.43,0.51,72.62,82.28,90.24,68.65,13.03,98.68,Optimal
UNI2460,West,Vocational,3000.0,1224.43,137494.61,68.47,97.07,5.12,0.85,35.45,55.18,38.74,57.92,4.47,98.22,Suboptimal
UNI2461,East,Undergraduate,3000.0,901.33,114483.89,54.53,99.62,1.95,0.75,30.2,67.65,84.39,59.08,8.0,98.76,Suboptimal
UNI2462,East,Vocational,3000.0,403.2,282739.47,20.49,96.97,1.09,0.4,29.98,57.26,83.0,68.03,1.95,97.62,Suboptimal
UNI2463,West,Undergraduate,9804.38,2569.33,272400.43,52.67,98.29,3.76,0.5,82.41,47.77,52.98,69.26,4.57,96.38,Suboptimal
UNI2464,East,Vocational,11331.84,1716.08,10000.0,56.91,99.55,3.63,0.71,39.57,96.42,74.86,61.97,6.89,99.74,Optimal
UNI2465,West,Undergraduate,32520.01,3622.52,279542.17,86.69,100.0,6.2,1.49,111.64,92.53,82.82,100.0,13.48,99.78,Optimal
UNI2466,East,Undergraduate,22723.02,1345.01,257542.93,49.25,98.46,3.69,0.3,71.91,78.37,51.3,67.95,5.71,99.8,Optimal
UNI2467,Central,Undergraduate,18713.69,2932.54,256506.28,47.08,100.0,6.24,0.75,81.49,77.24,73.59,76.54,15.27,99.62,Optimal
UNI2468,East,Vocational,31715.73,976.21,176357.71,52.3,98.59,2.51,0.64,62.66,79.07,60.72,51.43,2.07,100.0,Optimal
UNI2469,Central,Vocational,9524.92,2050.26,135458.13,52.21,98.43,2.59,0.53,49.46,39.65,59.63,64.98,8.05,98.45,Suboptimal
UNI2470,West,Vocational,3000.0,635.84,10000.0,41.31,95.6,1.93,0.42,35.78,52.8,73.65,51.87,7.03,99.25,Suboptimal
UNI2471,West,Undergraduate,20349.8,1490.92,111681.16,70.45,99.41,4.89,0.65,33.0,80.98,72.57,67.42,4.57,98.41,Optimal
UNI2472,West,Undergraduate,21450.81,2919.13,186418.47,64.52,100.0,3.43,0.79,74.4,80.65,72.63,78.76,18.25,98.78,Optimal
UNI2473,Central,Vocational,20927.78,495.96,115300.61,44.93,100.0,2.33,0.18,24.72,80.34,72.91,71.09,1.32,99.77,Optimal
UNI2474,West,Undergraduate,25333.23,1067.93,33645.51,50.23,97.55,3.76,0.46,41.77,61.85,22.94,43.85,4.16,98.48,Suboptimal
UNI2475,Central,Undergraduate,32683.77,4056.74,362420.73,91.66,100.0,7.37,1.01,117.42,89.02,74.37,91.82,19.55,99.4,Optimal
UNI2476,West,Undergraduate,32037.48,756.24,56698.88,53.41,97.22,3.44,0.44,66.49,54.78,54.28,61.01,1.0,96.53,Suboptimal
UNI2477,Central,Undergraduate,20192.69,2724.18,101260.86,43.4,98.88,1.99,0.17,12.48,78.26,76.31,83.71,14.85,98.49,Optimal
UNI2478,West,Vocational,25639.45,1562.03,262995.68,59.36,98.61,4.5,0.67,81.34,93.47,86.84,73.1,5.24,100.0,Suboptimal
UNI2479,East,Undergraduate,22846.57,2403.26,319536.96,52.8,96.84,2.51,0.31,30.33,83.39,78.42,83.22,11.75,97.05,Optimal
UNI2480,Central,Undergraduate,26079.47,1836.75,224451.58,71.05,100.0,2.9,0.78,81.7,72.47,51.89,78.27,15.73,98.57,Optimal
UNI2481,Central,Undergraduate,29399.12,3228.2,259057.24,29.88,97.79,4.52,0.68,86.75,96.76,69.94,100.0,13.27,97.93,Optimal
UNI2482,East,Vocational,3000.0,377.41,189015.95,37.21,94.83,3.41,0.41,32.19,34.79,58.39,71.78,13.83,95.69,Suboptimal
UNI2483,East,Vocational,14224.61,1575.48,66786.85,38.32,100.0,2.75,0.38,38.62,60.64,53.75,47.46,8.46,100.0,Optimal
UNI2484,West,Vocational,3000.0,200.0,94900.17,47.92,98.68,3.64,0.15,22.46,73.48,62.95,68.57,13.52,99.23,Suboptimal
UNI2485,East,Vocational,7568.35,200.0,10000.0,47.87,99.2,1.52,0.54,22.01,31.93,72.53,59.09,13.9,98.36,Suboptimal
UNI2486,East,Vocational,23921.14,2542.92,122171.69,49.68,98.97,2.77,0.5,46.75,99.48,100.0,95.52,20.0,99.55,Optimal
UNI2487,East,Vocational,9231.71,852.08,10000.0,37.98,95.28,4.19,0.28,75.07,45.44,38.24,54.86,9.51,97.2,Suboptimal
UNI2488,East,Vocational,18044.43,773.96,164946.38,70.68,99.66,3.45,0.4,53.83,80.08,41.21,63.92,10.01,98.75,Optimal
UNI2489,Central,Vocational,22945.63,200.0,150475.1,41.55,99.13,2.56,0.51,41.48,70.74,75.7,72.27,8.74,100.0,Optimal
UNI2490,West,Undergraduate,19328.33,3562.9,176833.57,41.04,98.66,3.63,0.83,58.28,87.66,32.5,65.0,1.0,98.89,Optimal
UNI2491,West,Vocational,4625.24,200.0,10000.0,59.36,98.72,3.04,0.45,20.34,42.07,19.5,58.5,10.77,98.94,Suboptimal
UNI2492,Central,Undergraduate,24307.33,4132.51,312916.44,76.5,99.1,4.56,0.73,62.86,95.28,43.99,53.47,17.84,99.31,Optimal
UNI2493,Central,Vocational,3894.56,1385.66,24792.21,52.64,99.22,4.52,0.46,66.91,70.2,83.87,66.98,13.53,99.38,Optimal
UNI2494,East,Vocational,7619.14,1616.38,11176.46,22.65,96.81,3.46,0.67,24.49,47.6,51.96,27.14,1.0,98.78,Optimal
UNI2495,West,Undergraduate,23722.79,2375.35,275749.3,68.28,97.64,5.03,0.72,58.86,100.0,100.0,47.36,9.9,99.12,Optimal
UNI2496,East,Vocational,15708.24,2232.79,24178.1,69.27,98.66,2.54,0.17,5.0,54.88,52.95,76.33,7.91,99.17,Optimal
UNI2497,East,Vocational,5121.16,200.0,76598.46,37.87,97.26,3.91,0.81,48.62,83.33,98.69,86.64,13.43,99.26,Optimal
UNI2498,West,Vocational,12180.41,1045.11,131556.27,47.94,99.61,3.91,0.46,29.62,82.62,77.2,77.68,9.51,99.77,Optimal
UNI2499,West,Vocational,3000.0,934.82,178220.06,31.01,99.63,2.11,0.65,59.12,74.32,54.14,90.72,13.95,99.87,Optimal
UNI2500,East,Vocational,8869.64,716.74,65159.73,27.36,98.15,2.89,0.55,18.44,76.32,68.31,54.29,14.96,98.33,Suboptimal
UNI2501,Central,Undergraduate,23056.78,1779.23,58035.99,44.6,96.44,4.02,0.6,71.63,74.28,60.84,49.91,20.01,99.4,Optimal
UNI2502,Central,Vocational,3000.0,200.0,10000.0,36.33,95.87,2.71,0.05,25.67,68.63,53.96,44.14,6.09,98.11,Suboptimal
UNI2503,East,Vocational,8193.58,1046.47,140544.68,36.61,97.06,4.27,0.46,43.15,55.63,62.1,28.28,7.81,99.37,Suboptimal
UNI2504,East,Undergraduate,18620.05,2759.4,321974.71,58.98,97.28,4.69,1.36,90.74,81.74,55.14,61.88,13.69,98.26,Optimal
UNI2505,East,Vocational,30519.64,200.0,60196.87,44.61,98.96,4.95,0.89,48.02,72.38,74.25,75.93,15.68,100.0,Optimal
UNI2506,Central,Undergraduate,14534.17,2906.19,210783.62,55.34,100.0,3.57,0.82,67.15,84.16,88.28,80.18,6.91,100.0,Optimal
UNI2507,East,Undergraduate,23493.13,3067.35,335605.16,43.98,99.57,2.47,0.68,61.21,69.02,68.23,69.99,7.52,99.25,Optimal
UNI2508,Central,Undergraduate,11002.06,1810.81,217851.84,54.1,97.51,3.45,0.17,86.8,64.32,44.13,76.17,11.45,97.16,Suboptimal
UNI2509,East,Undergraduate,17610.67,3265.16,261076.78,36.72,99.53,4.52,0.44,57.34,87.44,63.96,67.87,12.81,98.61,Optimal
UNI2510,West,Undergraduate,30328.2,3556.01,362297.7,69.37,100.0,2.95,0.74,92.61,77.28,84.85,73.86,14.33,100.0,Optimal
UNI2511,Central,Undergraduate,26113.06,3706.37,312736.34,63.04,99.82,3.3,0.85,128.96,70.09,68.63,96.54,25.25,99.11,Optimal
UNI2512,West,Vocational,15997.5,1966.8,229493.91,54.72,100.0,1.49,0.53,40.61,63.75,42.67,49.93,7.65,98.4,Suboptimal
UNI2513,East,Vocational,17458.67,1344.25,149925.95,30.94,98.25,4.3,0.72,37.65,47.33,51.56,18.81,4.14,97.8,Optimal
UNI2514,Central,Vocational,3000.0,1203.14,36012.66,37.4,96.72,0.5,0.06,16.91,48.84,29.94,52.69,1.0,97.12,Suboptimal
UNI2515,West,Vocational,13840.33,1981.56,10000.0,34.59,96.16,3.26,0.48,36.04,65.23,61.33,73.91,10.62,99.98,Suboptimal
UNI2516,East,Vocational,7297.12,1382.17,10000.0,44.27,96.65,2.25,0.39,47.55,57.31,41.83,79.0,8.97,97.89,Suboptimal
UNI2517,East,Undergraduate,17188.21,1685.29,136743.19,27.59,95.95,2.73,0.44,72.41,93.61,100.0,89.06,11.68,99.33,Optimal
UNI2518,East,Vocational,12227.18,1490.58,130510.02,26.82,96.69,2.61,1.02,97.54,100.0,66.48,83.03,19.29,98.19,Optimal
UNI2519,East,Vocational,3000.0,200.0,10000.0,15.49,95.64,0.7,0.15,5.03,46.06,43.91,42.05,3.44,96.05,Suboptimal
UNI2520,East,Undergraduate,19353.69,2700.7,232117.05,61.42,96.84,2.64,0.44,86.92,90.6,76.5,65.59,12.07,98.43,Optimal
UNI2521,East,Undergraduate,22845.94,2159.69,266109.6,60.95,98.06,3.74,0.79,74.68,80.97,51.56,80.65,9.25,97.03,Optimal
UNI2522,East,Undergraduate,22301.52,1106.2,85933.07,53.41,97.69,3.21,0.16,78.31,55.74,95.94,92.74,22.08,100.0,Optimal
UNI2523,Central,Undergraduate,13840.45,3441.12,305059.85,36.17,100.0,4.44,0.52,71.09,32.95,52.75,60.96,4.93,98.69,Suboptimal
UNI2524,East,Vocational,3000.0,200.0,207411.43,28.84,96.52,3.29,0.64,14.67,52.09,51.21,70.26,14.92,99.72,Suboptimal
UNI2525,East,Undergraduate,6518.65,1075.76,151189.35,51.77,95.91,3.32,0.63,82.97,69.09,66.76,62.37,4.43,97.9,Suboptimal
UNI2526,Central,Vocational,8617.88,1073.0,169987.0,68.79,99.11,3.41,0.87,69.25,72.22,69.21,63.96,17.41,100.0,Optimal
UNI2527,East,Undergraduate,34955.68,1987.98,234144.37,59.84,98.67,5.01,1.05,93.56,94.59,84.82,93.78,10.72,100.0,Optimal
UNI2528,East,Vocational,3000.0,2039.42,113439.02,69.06,99.66,3.84,0.65,63.38,67.32,5.0,58.88,11.22,99.02,Suboptimal
UNI2529,East,Undergraduate,30865.58,3366.6,206229.53,49.13,99.68,3.77,0.66,82.33,56.31,75.85,74.23,16.03,98.04,Optimal
UNI2530,East,Vocational,3000.0,662.86,10000.0,36.3,98.57,2.24,0.62,31.04,100.0,67.16,78.36,15.86,96.72,Suboptimal
UNI2531,Central,Undergraduate,32675.58,3605.31,222049.34,40.04,99.0,8.05,0.58,90.86,52.08,73.39,84.45,9.77,98.83,Suboptimal
UNI2532,East,Undergraduate,3000.0,2423.81,364789.82,49.98,97.02,2.58,0.58,102.66,99.46,52.63,67.92,20.39,98.35,Suboptimal
UNI2533,East,Vocational,7604.55,200.0,156636.18,59.05,100.0,2.79,0.32,21.01,58.95,50.03,58.49,18.1,98.27,Suboptimal
UNI2534,West,Vocational,14888.51,1710.04,125034.06,20.49,93.03,2.69,0.32,13.87,46.81,39.88,41.77,4.35,97.13,Suboptimal
UNI2535,West,Undergraduate,28860.78,3589.0,298727.46,69.99,99.17,3.8,0.69,89.28,72.82,48.91,71.39,12.75,100.0,Optimal
UNI2536,East,Vocational,3000.0,989.04,10000.0,51.23,97.78,2.37,0.05,39.69,50.75,62.39,78.3,14.03,97.24,Optimal
UNI2537,East,Vocational,3000.0,200.0,10000.0,33.43,100.0,1.41,0.05,42.21,90.39,87.25,80.73,2.61,97.82,Optimal
UNI2538,Central,Vocational,6174.21,1127.42,10000.0,57.69,96.94,3.43,0.56,47.96,63.04,45.85,81.59,18.29,100.0,Suboptimal
UNI2539,West,Vocational,25665.92,390.5,10000.0,70.88,98.71,3.9,0.36,67.58,58.24,68.68,80.91,15.7,100.0,Optimal
UNI2540,West,Undergraduate,16436.0,2522.99,291887.02,54.71,96.17,3.86,0.53,76.35,61.38,69.52,77.95,12.18,97.13,Optimal
UNI2541,East,Vocational,11545.41,1367.82,164721.35,55.41,96.0,6.72,0.28,52.36,50.89,47.47,48.48,1.0,97.39,Suboptimal
UNI2542,East,Vocational,12090.41,236.97,224481.56,21.12,97.91,1.73,0.37,24.57,39.17,44.17,51.05,7.36,97.32,Suboptimal
UNI2543,East,Vocational,11311.5,399.71,154209.38,67.59,100.0,5.33,0.94,97.97,61.88,69.43,73.16,7.96,100.0,Optimal
UNI2544,West,Vocational,6354.55,2122.47,10000.0,37.72,98.62,2.82,0.36,20.37,59.69,59.35,73.34,2.55,98.87,Suboptimal
UNI2545,West,Undergraduate,12919.21,2050.21,181562.36,30.92,96.76,3.35,0.87,60.82,57.38,50.05,82.46,13.99,99.68,Suboptimal
UNI2546,East,Undergraduate,34713.01,2530.12,205036.38,63.0,100.0,5.36,0.58,76.63,86.6,73.25,79.32,14.94,100.0,Optimal
UNI2547,Central,Vocational,9629.36,1324.9,130147.64,56.12,98.67,2.12,0.78,53.17,81.61,80.51,57.1,15.35,100.0,Optimal
UNI2548,East,Vocational,3000.0,200.0,76608.68,25.97,97.46,2.85,0.67,36.84,73.27,71.49,58.77,16.77,97.59,Suboptimal
UNI2549,Central,Vocational,7752.52,1472.2,44794.7,57.3,100.0,2.96,0.61,80.62,75.94,76.39,64.03,13.02,99.94,Optimal
UNI2550,West,Undergraduate,14103.0,2373.04,301936.86,39.85,95.95,3.84,0.8,89.05,90.37,23.41,70.0,1.96,96.39,Optimal
UNI2551,Central,Undergraduate,24486.11,2475.36,264767.0,57.07,100.0,2.76,0.5,71.45,94.65,85.27,100.0,12.03,97.18,Optimal
UNI2552,East,Vocational,9503.05,200.0,34500.53,39.21,96.29,0.5,0.16,5.0,46.22,40.81,40.56,10.84,98.1,Suboptimal
UNI2553,Central,Vocational,17426.95,2153.34,197036.55,47.54,99.33,1.92,0.86,45.9,71.33,98.72,77.26,14.82,98.57,Optimal
UNI2554,East,Vocational,6548.04,1391.6,150675.04,48.86,99.3,2.88,0.46,33.57,62.08,38.42,54.23,11.86,100.0,Suboptimal
UNI2555,West,Undergraduate,25768.96,3414.79,169165.18,69.05,100.0,3.37,0.56,70.26,100.0,97.82,78.91,14.93,99.51,Optimal
UNI2556,East,Undergraduate,7436.21,1902.48,130150.1,33.41,94.81,2.49,0.15,83.05,67.47,42.23,56.44,12.97,96.12,Suboptimal
UNI2557,West,Vocational,12582.12,1526.67,186699.29,50.18,97.03,3.37,0.38,13.34,78.09,78.41,78.24,16.22,98.97,Suboptimal
UNI2558,East,Vocational,14175.66,1888.06,25471.06,53.85,99.05,4.24,0.59,84.4,62.41,57.7,74.7,7.69,98.03,Optimal
UNI2559,East,Undergraduate,13347.21,681.17,190288.04,53.95,98.46,3.34,0.71,70.68,42.82,61.74,74.29,14.42,98.43,Suboptimal
UNI2560,East,Vocational,3000.0,1515.55,286511.31,48.74,98.98,7.4,0.7,61.19,76.52,53.05,63.84,3.65,100.0,Optimal
UNI2561,East,Undergraduate,24032.1,1643.83,229657.18,53.09,99.62,5.05,1.06,56.25,87.42,64.79,75.51,8.21,97.01,Optimal
UNI2562,East,Vocational,7626.35,1082.83,55709.39,25.38,96.92,5.63,0.3,50.36,74.65,84.66,62.36,11.63,100.0,Suboptimal
UNI2563,Central,Vocational,10161.82,200.0,26735.95,44.78,97.78,2.01,0.05,12.87,75.45,76.05,74.29,13.99,99.78,Optimal
UNI2564,East,Vocational,32363.4,1778.98,146433.43,71.14,96.82,3.72,0.32,57.21,84.58,92.46,88.4,4.77,99.79,Optimal
UNI2565,East,Vocational,20916.88,2265.83,266016.89,53.64,100.0,2.31,0.49,60.37,71.33,82.12,58.11,14.63,100.0,Suboptimal
UNI2566,East,Undergraduate,34650.66,3590.69,383988.23,59.65,99.74,4.01,1.05,80.33,73.13,63.95,72.24,11.52,98.71,Optimal
UNI2567,East,Vocational,3000.0,1896.08,51696.59,25.95,100.0,1.79,0.09,5.0,67.83,68.66,58.56,12.36,98.59,Suboptimal
UNI2568,West,Vocational,21832.53,200.0,211698.22,55.21,100.0,6.51,0.24,87.36,33.58,88.04,66.47,9.71,99.51,Suboptimal
UNI2569,West,Undergraduate,20591.91,1523.7,301008.41,51.98,98.9,3.3,0.84,60.06,71.12,75.87,74.59,9.5,98.02,Optimal
UNI2570,East,Undergraduate,22011.01,4226.85,289245.1,68.4,98.58,3.09,0.79,74.12,55.97,66.3,55.7,10.39,97.89,Optimal
UNI2571,West,Undergraduate,37871.63,2438.56,66370.13,48.64,98.53,1.26,0.15,45.73,65.43,52.39,82.34,13.53,100.0,Optimal
UNI2572,Central,Vocational,4254.91,555.32,187837.57,30.8,97.64,2.68,0.05,46.53,69.39,50.78,59.77,5.71,99.18,Suboptimal
UNI2573,West,Undergraduate,27324.38,2280.19,264201.56,58.39,100.0,2.77,0.5,68.63,71.61,74.77,70.36,2.82,100.0,Optimal
UNI2574,East,Vocational,13228.54,1428.03,10000.0,80.89,97.3,4.73,0.78,38.53,54.04,50.08,70.5,13.41,99.38,Optimal
UNI2575,East,Undergraduate,34642.25,1591.42,510411.88,65.06,100.0,2.99,0.96,110.45,94.06,75.56,79.09,24.19,100.0,Optimal
UNI2576,Central,Undergraduate,10353.91,824.35,137963.84,37.74,97.37,2.43,0.27,28.52,100.0,70.22,76.23,8.56,97.39,Optimal
UNI2577,West,Undergraduate,16570.14,1492.24,118499.85,10.37,98.71,0.69,0.65,50.14,37.08,55.77,47.4,17.06,98.9,Suboptimal
UNI2578,Central,Vocational,3580.47,269.67,14372.0,40.68,99.11,2.16,0.46,50.89,61.79,61.62,29.9,10.9,100.0,Suboptimal
UNI2579,Central,Vocational,16733.5,829.52,174576.33,53.44,97.64,3.07,0.55,79.6,50.02,62.55,47.92,3.22,100.0,Suboptimal
UNI2580,East,Undergraduate,13275.43,3962.64,120981.77,56.55,98.32,2.71,0.23,49.51,82.34,87.41,81.82,13.63,99.28,Optimal
UNI2581,Central,Vocational,20937.17,581.8,11188.8,44.02,99.43,2.08,0.25,23.1,54.39,57.42,35.66,4.42,99.34,Suboptimal
UNI2582,West,Undergraduate,13997.97,1540.74,71063.73,36.64,96.97,3.54,0.86,59.07,63.34,63.81,64.31,11.41,98.31,Suboptimal
UNI2583,East,Vocational,6738.46,1344.32,87003.04,65.94,96.47,5.7,0.46,5.0,77.2,5.0,62.74,10.75,100.0,Suboptimal
UNI2584,Central,Vocational,10748.01,1347.55,31643.05,80.92,98.68,3.21,0.24,66.25,58.59,42.64,63.53,14.71,99.64,Suboptimal
UNI2585,East,Undergraduate,7049.83,1209.61,240715.6,56.23,96.14,1.82,0.4,38.2,26.27,62.33,69.94,11.39,96.67,Suboptimal
UNI2586,Central,Undergraduate,25151.85,2915.28,230508.07,70.96,97.84,3.42,0.62,59.39,81.92,43.08,88.55,1.98,99.95,Optimal
UNI2587,Central,Vocational,10853.67,1965.77,212889.52,77.93,100.0,3.5,0.87,63.13,79.91,70.78,70.88,3.59,99.11,Optimal
UNI2588,West,Vocational,8183.46,200.0,75715.27,69.39,97.24,3.07,0.44,25.85,47.16,64.23,46.03,10.65,98.55,Suboptimal
UNI2589,West,Undergraduate,29154.97,1955.84,206226.85,61.11,99.35,3.81,0.47,51.03,86.01,75.59,94.61,13.46,99.18,Optimal
UNI2590,East,Vocational,31062.2,1611.61,90099.54,47.49,100.0,2.28,1.0,96.14,86.84,54.1,88.68,10.94,97.08,Optimal
UNI2591,East,Vocational,11155.94,751.92,262503.65,66.64,98.05,4.12,0.65,5.0,74.87,53.73,47.27,11.39,98.95,Suboptimal
UNI2592,East,Undergraduate,8778.67,2596.67,326691.72,26.25,100.0,4.82,0.57,52.09,89.57,62.36,57.75,14.84,99.65,Optimal
UNI2593,East,Vocational,9352.42,1537.52,259453.67,25.67,98.03,4.76,0.47,29.67,75.49,74.35,52.54,6.5,98.52,Suboptimal
UNI2594,East,Vocational,3000.0,1387.83,195509.36,38.54,97.38,2.38,0.62,21.75,73.9,20.07,57.2,1.0,100.0,Suboptimal
UNI2595,East,Undergraduate,4630.43,2120.35,147380.93,40.93,95.79,3.56,0.81,90.77,97.78,59.44,83.31,12.72,97.46,Optimal
UNI2596,East,Undergraduate,16817.22,2508.52,36482.43,28.94,96.89,2.72,0.39,47.47,54.64,36.94,82.65,4.11,98.85,Suboptimal
UNI2597,East,Vocational,11178.49,200.0,63586.77,35.74,98.27,3.95,0.71,91.53,85.43,34.61,90.95,15.12,99.43,Optimal
UNI2598,East,Vocational,9144.52,2307.69,247189.44,52.85,100.0,4.48,0.69,54.33,37.3,55.92,75.58,11.43,100.0,Optimal
UNI2599,West,Undergraduate,21988.68,1847.42,133375.62,32.19,95.89,1.91,0.32,27.93,44.35,37.8,70.86,6.02,98.44,Suboptimal
UNI2600,East,Undergraduate,21221.04,1936.39,257639.91,65.39,97.73,4.84,0.68,45.22,73.14,53.05,73.62,19.26,100.0,Optimal
